"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"2019"	"2019"	"Opium"	"T40.0"	0	21477737	Unreliable
	"Florida"	"12"	"2019"	"2019"	"Heroin"	"T40.1"	704	21477737	3.3
	"Florida"	"12"	"2019"	"2019"	"Other opioids"	"T40.2"	1125	21477737	5.2
	"Florida"	"12"	"2019"	"2019"	"Methadone"	"T40.3"	146	21477737	0.7
	"Florida"	"12"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	2858	21477737	13.3
	"Florida"	"12"	"2020"	"2020"	"Opium"	"T40.0"	0	21733312	Unreliable
	"Florida"	"12"	"2020"	"2020"	"Heroin"	"T40.1"	645	21733312	3.0
	"Florida"	"12"	"2020"	"2020"	"Other opioids"	"T40.2"	1142	21733312	5.3
	"Florida"	"12"	"2020"	"2020"	"Methadone"	"T40.3"	189	21733312	0.9
	"Florida"	"12"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	4788	21733312	22.0
	"Florida"	"12"	"2021"	"2021"	"Opium"	"T40.0"	0	21781128	Unreliable
	"Florida"	"12"	"2021"	"2021"	"Heroin"	"T40.1"	363	21781128	1.7
	"Florida"	"12"	"2021"	"2021"	"Other opioids"	"T40.2"	1068	21781128	4.9
	"Florida"	"12"	"2021"	"2021"	"Methadone"	"T40.3"	175	21781128	0.8
	"Florida"	"12"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	5439	21781128	25.0
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	21781128	Unreliable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	171	21781128	0.8
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	936	21781128	4.3
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	154	21781128	0.7
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	5178	21781128	23.8
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	21781128	Unreliable
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	58	21781128	0.3
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	556	21781128	2.6
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	87	21781128	0.4
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	3080	21781128	14.1
	"Georgia"	"13"	"2018"	"2018"	"Opium"	"T40.0"	0	10519475	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Heroin"	"T40.1"	301	10519475	2.9
	"Georgia"	"13"	"2018"	"2018"	"Other opioids"	"T40.2"	423	10519475	4.0
	"Georgia"	"13"	"2018"	"2018"	"Methadone"	"T40.3"	87	10519475	0.8
	"Georgia"	"13"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	360	10519475	3.4
	"Georgia"	"13"	"2019"	"2019"	"Opium"	"T40.0"	0	10617423	Unreliable
	"Georgia"	"13"	"2019"	"2019"	"Heroin"	"T40.1"	305	10617423	2.9
	"Georgia"	"13"	"2019"	"2019"	"Other opioids"	"T40.2"	391	10617423	3.7
	"Georgia"	"13"	"2019"	"2019"	"Methadone"	"T40.3"	65	10617423	0.6
	"Georgia"	"13"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	426	10617423	4.0
	"Georgia"	"13"	"2020"	"2020"	"Opium"	"T40.0"	0	10710017	Unreliable
	"Georgia"	"13"	"2020"	"2020"	"Heroin"	"T40.1"	397	10710017	3.7
	"Georgia"	"13"	"2020"	"2020"	"Other opioids"	"T40.2"	463	10710017	4.3
	"Georgia"	"13"	"2020"	"2020"	"Methadone"	"T40.3"	80	10710017	0.7
	"Georgia"	"13"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	914	10710017	8.5
	"Georgia"	"13"	"2021"	"2021"	"Opium"	"T40.0"	0	10799566	Unreliable
	"Georgia"	"13"	"2021"	"2021"	"Heroin"	"T40.1"	324	10799566	3.0
	"Georgia"	"13"	"2021"	"2021"	"Other opioids"	"T40.2"	517	10799566	4.8
	"Georgia"	"13"	"2021"	"2021"	"Methadone"	"T40.3"	73	10799566	0.7
	"Georgia"	"13"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	1471	10799566	13.6
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	10799566	Unreliable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	156	10799566	1.4
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	500	10799566	4.6
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	59	10799566	0.5
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	1752	10799566	16.2
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	10799566	Unreliable
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	70	10799566	0.6
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	220	10799566	2.0
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	33	10799566	0.3
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	1017	10799566	9.4
	"Hawaii"	"15"	"2018"	"2018"	"Opium"	"T40.0"	0	1420491	Unreliable
	"Hawaii"	"15"	"2018"	"2018"	"Heroin"	"T40.1"	16	1420491	Unreliable
	"Hawaii"	"15"	"2018"	"2018"	"Other opioids"	"T40.2"	28	1420491	2.0
	"Hawaii"	"15"	"2018"	"2018"	"Methadone"	"T40.3"	Suppressed	1420491	Suppressed
	"Hawaii"	"15"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	14	1420491	Unreliable
	"Hawaii"	"15"	"2019"	"2019"	"Opium"	"T40.0"	0	1415872	Unreliable
	"Hawaii"	"15"	"2019"	"2019"	"Heroin"	"T40.1"	19	1415872	Unreliable
	"Hawaii"	"15"	"2019"	"2019"	"Other opioids"	"T40.2"	24	1415872	1.7
	"Hawaii"	"15"	"2019"	"2019"	"Methadone"	"T40.3"	Suppressed	1415872	Suppressed
	"Hawaii"	"15"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	20	1415872	1.4
	"Hawaii"	"15"	"2020"	"2020"	"Opium"	"T40.0"	0	1407006	Unreliable
	"Hawaii"	"15"	"2020"	"2020"	"Heroin"	"T40.1"	22	1407006	1.6
	"Hawaii"	"15"	"2020"	"2020"	"Other opioids"	"T40.2"	28	1407006	2.0
	"Hawaii"	"15"	"2020"	"2020"	"Methadone"	"T40.3"	Suppressed	1407006	Suppressed
	"Hawaii"	"15"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	37	1407006	2.6
	"Hawaii"	"15"	"2021"	"2021"	"Opium"	"T40.0"	0	1441553	Unreliable
	"Hawaii"	"15"	"2021"	"2021"	"Heroin"	"T40.1"	18	1441553	Unreliable
	"Hawaii"	"15"	"2021"	"2021"	"Other opioids"	"T40.2"	31	1441553	2.2
	"Hawaii"	"15"	"2021"	"2021"	"Methadone"	"T40.3"	Suppressed	1441553	Suppressed
	"Hawaii"	"15"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	53	1441553	3.7
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	1441553	Unreliable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	11	1441553	Unreliable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	25	1441553	1.7
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	11	1441553	Unreliable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	82	1441553	5.7
	"Hawaii"	"15"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	1441553	Unreliable
	"Hawaii"	"15"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	10	1441553	Unreliable
	"Hawaii"	"15"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	Suppressed	1441553	Suppressed
	"Hawaii"	"15"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	Suppressed	1441553	Suppressed
	"Hawaii"	"15"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	69	1441553	4.8
	"Idaho"	"16"	"2018"	"2018"	"Opium"	"T40.0"	0	1754208	Unreliable
	"Idaho"	"16"	"2018"	"2018"	"Heroin"	"T40.1"	29	1754208	1.7
	"Idaho"	"16"	"2018"	"2018"	"Other opioids"	"T40.2"	72	1754208	4.1
	"Idaho"	"16"	"2018"	"2018"	"Methadone"	"T40.3"	10	1754208	Unreliable
	"Idaho"	"16"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	28	1754208	1.6
	"Idaho"	"16"	"2019"	"2019"	"Opium"	"T40.0"	0	1787065	Unreliable
	"Idaho"	"16"	"2019"	"2019"	"Heroin"	"T40.1"	40	1787065	2.2
	"Idaho"	"16"	"2019"	"2019"	"Other opioids"	"T40.2"	79	1787065	4.4
	"Idaho"	"16"	"2019"	"2019"	"Methadone"	"T40.3"	11	1787065	Unreliable
	"Idaho"	"16"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	33	1787065	1.8
	"Idaho"	"16"	"2020"	"2020"	"Opium"	"T40.0"	0	1826913	Unreliable
	"Idaho"	"16"	"2020"	"2020"	"Heroin"	"T40.1"	38	1826913	2.1
	"Idaho"	"16"	"2020"	"2020"	"Other opioids"	"T40.2"	85	1826913	4.7
	"Idaho"	"16"	"2020"	"2020"	"Methadone"	"T40.3"	13	1826913	Unreliable
	"Idaho"	"16"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	59	1826913	3.2
	"Idaho"	"16"	"2021"	"2021"	"Opium"	"T40.0"	0	1900923	Unreliable
	"Idaho"	"16"	"2021"	"2021"	"Heroin"	"T40.1"	23	1900923	1.2
	"Idaho"	"16"	"2021"	"2021"	"Other opioids"	"T40.2"	93	1900923	4.9
	"Idaho"	"16"	"2021"	"2021"	"Methadone"	"T40.3"	Suppressed	1900923	Suppressed
	"Idaho"	"16"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	165	1900923	8.7
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	1900923	Unreliable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	11	1900923	Unreliable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	75	1900923	3.9
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	14	1900923	Unreliable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	202	1900923	10.6
	"Idaho"	"16"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	1900923	Unreliable
	"Idaho"	"16"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	Suppressed	1900923	Suppressed
	"Idaho"	"16"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	40	1900923	2.1
	"Idaho"	"16"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	Suppressed	1900923	Suppressed
	"Idaho"	"16"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	146	1900923	7.7
	"Illinois"	"17"	"2018"	"2018"	"Opium"	"T40.0"	Suppressed	12741080	Suppressed
	"Illinois"	"17"	"2018"	"2018"	"Heroin"	"T40.1"	1064	12741080	8.4
	"Illinois"	"17"	"2018"	"2018"	"Other opioids"	"T40.2"	423	12741080	3.3
	"Illinois"	"17"	"2018"	"2018"	"Methadone"	"T40.3"	160	12741080	1.3
	"Illinois"	"17"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	1592	12741080	12.5
	"Illinois"	"17"	"2019"	"2019"	"Opium"	"T40.0"	0	12671821	Unreliable
	"Illinois"	"17"	"2019"	"2019"	"Heroin"	"T40.1"	994	12671821	7.8
	"Illinois"	"17"	"2019"	"2019"	"Other opioids"	"T40.2"	442	12671821	3.5
	"Illinois"	"17"	"2019"	"2019"	"Methadone"	"T40.3"	149	12671821	1.2
	"Illinois"	"17"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	1741	12671821	13.7
	"Illinois"	"17"	"2020"	"2020"	"Opium"	"T40.0"	Suppressed	12587530	Suppressed
	"Illinois"	"17"	"2020"	"2020"	"Heroin"	"T40.1"	1071	12587530	8.5
	"Illinois"	"17"	"2020"	"2020"	"Other opioids"	"T40.2"	536	12587530	4.3
	"Illinois"	"17"	"2020"	"2020"	"Methadone"	"T40.3"	224	12587530	1.8
	"Illinois"	"17"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	2513	12587530	20.0
	"Illinois"	"17"	"2021"	"2021"	"Opium"	"T40.0"	0	12671469	Unreliable
	"Illinois"	"17"	"2021"	"2021"	"Heroin"	"T40.1"	779	12671469	6.1
	"Illinois"	"17"	"2021"	"2021"	"Other opioids"	"T40.2"	520	12671469	4.1
	"Illinois"	"17"	"2021"	"2021"	"Methadone"	"T40.3"	175	12671469	1.4
	"Illinois"	"17"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	2746	12671469	21.7
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	12671469	Unreliable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	540	12671469	4.3
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	438	12671469	3.5
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	154	12671469	1.2
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	2944	12671469	23.2
	"Illinois"	"17"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	12671469	Unreliable
	"Illinois"	"17"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	270	12671469	2.1
	"Illinois"	"17"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	250	12671469	2.0
	"Illinois"	"17"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	109	12671469	0.9
	"Illinois"	"17"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	1760	12671469	13.9
	"Indiana"	"18"	"2018"	"2018"	"Opium"	"T40.0"	0	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Heroin"	"T40.1"	316	6691878	4.7
	"Indiana"	"18"	"2018"	"2018"	"Other opioids"	"T40.2"	343	6691878	5.1
	"Indiana"	"18"	"2018"	"2018"	"Methadone"	"T40.3"	60	6691878	0.9
	"Indiana"	"18"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	728	6691878	10.9
	"Indiana"	"18"	"2019"	"2019"	"Opium"	"T40.0"	0	6732219	Unreliable
	"Indiana"	"18"	"2019"	"2019"	"Heroin"	"T40.1"	313	6732219	4.6
	"Indiana"	"18"	"2019"	"2019"	"Other opioids"	"T40.2"	366	6732219	5.4
	"Indiana"	"18"	"2019"	"2019"	"Methadone"	"T40.3"	56	6732219	0.8
	"Indiana"	"18"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	926	6732219	13.8
	"Indiana"	"18"	"2020"	"2020"	"Opium"	"T40.0"	0	6754953	Unreliable
	"Indiana"	"18"	"2020"	"2020"	"Heroin"	"T40.1"	219	6754953	3.2
	"Indiana"	"18"	"2020"	"2020"	"Other opioids"	"T40.2"	439	6754953	6.5
	"Indiana"	"18"	"2020"	"2020"	"Methadone"	"T40.3"	51	6754953	0.8
	"Indiana"	"18"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	1708	6754953	25.3
	"Indiana"	"18"	"2021"	"2021"	"Opium"	"T40.0"	0	6805985	Unreliable
	"Indiana"	"18"	"2021"	"2021"	"Heroin"	"T40.1"	93	6805985	1.4
	"Indiana"	"18"	"2021"	"2021"	"Other opioids"	"T40.2"	461	6805985	6.8
	"Indiana"	"18"	"2021"	"2021"	"Methadone"	"T40.3"	62	6805985	0.9
	"Indiana"	"18"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	2048	6805985	30.1
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	6805985	Unreliable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	64	6805985	0.9
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	343	6805985	5.0
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	44	6805985	0.6
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	1955	6805985	28.7
	"Indiana"	"18"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	6805985	Unreliable
	"Indiana"	"18"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	30	6805985	0.4
	"Indiana"	"18"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	148	6805985	2.2
	"Indiana"	"18"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	33	6805985	0.5
	"Indiana"	"18"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	1153	6805985	16.9
	"Iowa"	"19"	"2018"	"2018"	"Opium"	"T40.0"	0	3156145	Unreliable
	"Iowa"	"19"	"2018"	"2018"	"Heroin"	"T40.1"	37	3156145	1.2
	"Iowa"	"19"	"2018"	"2018"	"Other opioids"	"T40.2"	59	3156145	1.9
	"Iowa"	"19"	"2018"	"2018"	"Methadone"	"T40.3"	10	3156145	Unreliable
	"Iowa"	"19"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	83	3156145	2.6
	"Iowa"	"19"	"2019"	"2019"	"Opium"	"T40.0"	0	3155070	Unreliable
	"Iowa"	"19"	"2019"	"2019"	"Heroin"	"T40.1"	45	3155070	1.4
	"Iowa"	"19"	"2019"	"2019"	"Other opioids"	"T40.2"	62	3155070	2.0
	"Iowa"	"19"	"2019"	"2019"	"Methadone"	"T40.3"	13	3155070	Unreliable
	"Iowa"	"19"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	104	3155070	3.3
	"Iowa"	"19"	"2020"	"2020"	"Opium"	"T40.0"	0	3163561	Unreliable
	"Iowa"	"19"	"2020"	"2020"	"Heroin"	"T40.1"	55	3163561	1.7
	"Iowa"	"19"	"2020"	"2020"	"Other opioids"	"T40.2"	59	3163561	1.9
	"Iowa"	"19"	"2020"	"2020"	"Methadone"	"T40.3"	14	3163561	Unreliable
	"Iowa"	"19"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	178	3163561	5.6
	"Iowa"	"19"	"2021"	"2021"	"Opium"	"T40.0"	0	3193079	Unreliable
	"Iowa"	"19"	"2021"	"2021"	"Heroin"	"T40.1"	39	3193079	1.2
	"Iowa"	"19"	"2021"	"2021"	"Other opioids"	"T40.2"	68	3193079	2.1
	"Iowa"	"19"	"2021"	"2021"	"Methadone"	"T40.3"	17	3193079	Unreliable
	"Iowa"	"19"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	213	3193079	6.7
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	3193079	Unreliable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	27	3193079	0.8
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	57	3193079	1.8
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	Suppressed	3193079	Suppressed
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	204	3193079	6.4
	"Iowa"	"19"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	3193079	Unreliable
	"Iowa"	"19"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	Suppressed	3193079	Suppressed
	"Iowa"	"19"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	44	3193079	1.4
	"Iowa"	"19"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	Suppressed	3193079	Suppressed
	"Iowa"	"19"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	150	3193079	4.7
	"Kansas"	"20"	"2018"	"2018"	"Opium"	"T40.0"	0	2911505	Unreliable
	"Kansas"	"20"	"2018"	"2018"	"Heroin"	"T40.1"	33	2911505	1.1
	"Kansas"	"20"	"2018"	"2018"	"Other opioids"	"T40.2"	82	2911505	2.8
	"Kansas"	"20"	"2018"	"2018"	"Methadone"	"T40.3"	16	2911505	Unreliable
	"Kansas"	"20"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	52	2911505	1.8
	"Kansas"	"20"	"2019"	"2019"	"Opium"	"T40.0"	0	2913314	Unreliable
	"Kansas"	"20"	"2019"	"2019"	"Heroin"	"T40.1"	44	2913314	1.5
	"Kansas"	"20"	"2019"	"2019"	"Other opioids"	"T40.2"	80	2913314	2.7
	"Kansas"	"20"	"2019"	"2019"	"Methadone"	"T40.3"	18	2913314	Unreliable
	"Kansas"	"20"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	75	2913314	2.6
	"Kansas"	"20"	"2020"	"2020"	"Opium"	"T40.0"	0	2913805	Unreliable
	"Kansas"	"20"	"2020"	"2020"	"Heroin"	"T40.1"	38	2913805	1.3
	"Kansas"	"20"	"2020"	"2020"	"Other opioids"	"T40.2"	86	2913805	3.0
	"Kansas"	"20"	"2020"	"2020"	"Methadone"	"T40.3"	Suppressed	2913805	Suppressed
	"Kansas"	"20"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	169	2913805	5.8
	"Kansas"	"20"	"2021"	"2021"	"Opium"	"T40.0"	0	2934582	Unreliable
	"Kansas"	"20"	"2021"	"2021"	"Heroin"	"T40.1"	37	2934582	1.3
	"Kansas"	"20"	"2021"	"2021"	"Other opioids"	"T40.2"	113	2934582	3.9
	"Kansas"	"20"	"2021"	"2021"	"Methadone"	"T40.3"	Suppressed	2934582	Suppressed
	"Kansas"	"20"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	358	2934582	12.2
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	2934582	Unreliable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	17	2934582	Unreliable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	132	2934582	4.5
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	19	2934582	Unreliable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	431	2934582	14.7
	"Kansas"	"20"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	2934582	Unreliable
	"Kansas"	"20"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	Suppressed	2934582	Suppressed
	"Kansas"	"20"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	51	2934582	1.7
	"Kansas"	"20"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	12	2934582	Unreliable
	"Kansas"	"20"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	222	2934582	7.6
	"Kentucky"	"21"	"2018"	"2018"	"Opium"	"T40.0"	0	4468402	Unreliable
	"Kentucky"	"21"	"2018"	"2018"	"Heroin"	"T40.1"	140	4468402	3.1
	"Kentucky"	"21"	"2018"	"2018"	"Other opioids"	"T40.2"	303	4468402	6.8
	"Kentucky"	"21"	"2018"	"2018"	"Methadone"	"T40.3"	39	4468402	0.9
	"Kentucky"	"21"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	753	4468402	16.9
	"Kentucky"	"21"	"2019"	"2019"	"Opium"	"T40.0"	0	4467673	Unreliable
	"Kentucky"	"21"	"2019"	"2019"	"Heroin"	"T40.1"	153	4467673	3.4
	"Kentucky"	"21"	"2019"	"2019"	"Other opioids"	"T40.2"	334	4467673	7.5
	"Kentucky"	"21"	"2019"	"2019"	"Methadone"	"T40.3"	30	4467673	0.7
	"Kentucky"	"21"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	837	4467673	18.7
	"Kentucky"	"21"	"2020"	"2020"	"Opium"	"T40.0"	0	4477251	Unreliable
	"Kentucky"	"21"	"2020"	"2020"	"Heroin"	"T40.1"	122	4477251	2.7
	"Kentucky"	"21"	"2020"	"2020"	"Other opioids"	"T40.2"	454	4477251	10.1
	"Kentucky"	"21"	"2020"	"2020"	"Methadone"	"T40.3"	46	4477251	1.0
	"Kentucky"	"21"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	1533	4477251	34.2
	"Kentucky"	"21"	"2021"	"2021"	"Opium"	"T40.0"	0	4509394	Unreliable
	"Kentucky"	"21"	"2021"	"2021"	"Heroin"	"T40.1"	61	4509394	1.4
	"Kentucky"	"21"	"2021"	"2021"	"Other opioids"	"T40.2"	417	4509394	9.2
	"Kentucky"	"21"	"2021"	"2021"	"Methadone"	"T40.3"	41	4509394	0.9
	"Kentucky"	"21"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	1737	4509394	38.5
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	4509394	Unreliable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	35	4509394	0.8
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	340	4509394	7.5
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	31	4509394	0.7
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	1634	4509394	36.2
	"Kentucky"	"21"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	4509394	Unreliable
	"Kentucky"	"21"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	18	4509394	Unreliable
	"Kentucky"	"21"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	212	4509394	4.7
	"Kentucky"	"21"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	41	4509394	0.9
	"Kentucky"	"21"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	1142	4509394	25.3
	"Louisiana"	"22"	"2018"	"2018"	"Opium"	"T40.0"	0	4659978	Unreliable
	"Louisiana"	"22"	"2018"	"2018"	"Heroin"	"T40.1"	173	4659978	3.7
	"Louisiana"	"22"	"2018"	"2018"	"Other opioids"	"T40.2"	145	4659978	3.1
	"Louisiana"	"22"	"2018"	"2018"	"Methadone"	"T40.3"	18	4659978	Unreliable
	"Louisiana"	"22"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	220	4659978	4.7
	"Louisiana"	"22"	"2019"	"2019"	"Opium"	"T40.0"	0	4648794	Unreliable
	"Louisiana"	"22"	"2019"	"2019"	"Heroin"	"T40.1"	224	4648794	4.8
	"Louisiana"	"22"	"2019"	"2019"	"Other opioids"	"T40.2"	186	4648794	4.0
